---------------------------------------------
NOTE: The Hardness and Resistance values are the raw base values in the fields
of the Block class in question. The actual final values may be different
for different states of the block, or they may depend on a TileEntity etc.
---------------------------------------------
Mod name, Registry name, Hardness, Resistance
Quark, quark:blue_shingles, 1.25, 4.20
Quark, quark:blue_shingles_slab, 1.25, 4.20
Quark, quark:blue_shingles_stairs, 1.25, 4.20
Quark, quark:blue_shingles_vertical_slab, 1.25, 4.20
Quark, quark:blue_slime_block, 0.00, 0.00
Quark, quark:blue_stained_planks, 2.00, 3.00
Quark, quark:blue_stained_planks_slab, 2.00, 3.00
Quark, quark:blue_stained_planks_stairs, 2.00, 3.00
Quark, quark:blue_stained_planks_vertical_slab, 2.00, 3.00
Quark, quark:blue_stool, 0.20, 0.20
Quark, quark:bonded_leather, 0.40, 0.40
Quark, quark:bonded_rabbit_hide, 0.40, 0.40
Quark, quark:bonded_ravager_hide, 1.00, 1.00
Quark, quark:brick_vertical_slab, 2.00, 6.00
Quark, quark:brimstone, 1.50, 10.00
Quark, quark:brimstone_bricks, 1.50, 10.00
Quark, quark:brimstone_bricks_slab, 1.50, 10.00
Quark, quark:brimstone_bricks_stairs, 1.50, 10.00
Quark, quark:brimstone_bricks_vertical_slab, 1.50, 10.00
Quark, quark:brimstone_bricks_wall, 1.50, 10.00
Quark, quark:brimstone_slab, 1.50, 10.00
Quark, quark:brimstone_stairs, 1.50, 10.00
Quark, quark:brimstone_vertical_slab, 1.50, 10.00
Quark, quark:brimstone_wall, 1.50, 10.00
Quark, quark:brown_candle, 0.20, 0.20
Quark, quark:brown_framed_glass, 3.00, 10.00
Quark, quark:brown_framed_glass_pane, 3.00, 10.00
Quark, quark:brown_quilted_wool, 0.80, 0.80
Quark, quark:brown_shingles, 1.25, 4.20
Quark, quark:brown_shingles_slab, 1.25, 4.20
Quark, quark:brown_shingles_stairs, 1.25, 4.20
Quark, quark:brown_shingles_vertical_slab, 1.25, 4.20
Quark, quark:brown_stained_planks, 2.00, 3.00
Quark, quark:brown_stained_planks_slab, 2.00, 3.00
Quark, quark:brown_stained_planks_stairs, 2.00, 3.00
Quark, quark:brown_stained_planks_vertical_slab, 2.00, 3.00
Quark, quark:brown_stool, 0.20, 0.20
Quark, quark:burnt_vine, 0.20, 0.20
Quark, quark:cactus_block, 0.50, 0.50
Quark, quark:carrot_crate, 1.50, 1.50
Quark, quark:charcoal_block, 5.00, 10.00
Quark, quark:charred_nether_bricks, 2.00, 6.00
Quark, quark:charred_nether_bricks_slab, 2.00, 6.00
Quark, quark:charred_nether_bricks_stairs, 2.00, 6.00
Quark, quark:charred_nether_bricks_vertical_slab, 2.00, 6.00
Quark, quark:charred_nether_bricks_wall, 2.00, 6.00
Quark, quark:chiseled_andesite_bricks, 1.50, 6.00
Quark, quark:chiseled_basalt_bricks, 1.50, 6.00
Quark, quark:chiseled_biotite_block, 0.80, 0.80
Quark, quark:chiseled_deepslate, 3.50, 6.00
Quark, quark:chiseled_diorite_bricks, 1.50, 6.00
Quark, quark:chiseled_granite_bricks, 1.50, 6.00
Quark, quark:chiseled_jasper_bricks, 1.50, 6.00
Quark, quark:chiseled_limestone_bricks, 1.50, 6.00
Quark, quark:chiseled_marble_bricks, 1.50, 6.00
Quark, quark:chiseled_myalite_bricks, 1.50, 6.00
Quark, quark:chiseled_slate_bricks, 1.50, 6.00
Quark, quark:chiseled_soul_sandstone, 0.80, 0.80
Quark, quark:chorus_fruit_block, 0.50, 0.50
Quark, quark:chorus_twist, 0.00, 0.00
Quark, quark:chorus_weeds, 0.00, 0.00
Quark, quark:chute, 2.50, 2.50
Quark, quark:cloud, 0.00, 0.00
Quark, quark:cobbedstone, 1.50, 10.00
Quark, quark:cobbedstone_slab, 1.50, 10.00
Quark, quark:cobbedstone_stairs, 1.50, 10.00
Quark, quark:cobbedstone_vertical_slab, 1.50, 10.00
Quark, quark:cobbedstone_wall, 1.50, 10.00
Quark, quark:cobbled_deepslate, 3.50, 6.00
Quark, quark:cobbled_deepslate_slab, 3.50, 6.00
Quark, quark:cobbled_deepslate_stairs, 3.50, 6.00
Quark, quark:cobbled_deepslate_vertical_slab, 3.50, 6.00
Quark, quark:cobbled_deepslate_wall, 3.50, 6.00
Quark, quark:cobblestone_bricks, 2.00, 6.00
Quark, quark:cobblestone_bricks_slab, 2.00, 6.00
Quark, quark:cobblestone_bricks_stairs, 2.00, 6.00
Quark, quark:cobblestone_bricks_vertical_slab, 2.00, 6.00
Quark, quark:cobblestone_bricks_wall, 2.00, 6.00
Quark, quark:cobblestone_vertical_slab, 2.00, 6.00
Quark, quark:cocoa_beans_sack, 0.50, 0.50
Quark, quark:cracked_deepslate_bricks, 3.50, 6.00
Quark, quark:cracked_deepslate_tiles, 3.50, 6.00
Quark, quark:crate, 2.50, 2.50
Quark, quark:crimson_bookshelf, 1.50, 1.50
Quark, quark:crimson_chest, 2.50, 2.50
Quark, quark:crimson_ladder, 0.40, 0.40
Quark, quark:crimson_post, 2.00, 3.00
Quark, quark:crimson_trapped_chest, 2.50, 2.50
Quark, quark:crimson_vertical_slab, 2.00, 3.00
Quark, quark:cut_red_sandstone_vertical_slab, 2.00, 6.00
Quark, quark:cut_sandstone_vertical_slab, 2.00, 6.00
Quark, quark:cut_soul_sandstone, 0.80, 0.80
Quark, quark:cut_soul_sandstone_slab, 0.80, 0.80
Quark, quark:cut_soul_sandstone_vertical_slab, 0.80, 0.80
Quark, quark:cyan_candle, 0.20, 0.20
Quark, quark:cyan_framed_glass, 3.00, 10.00
Quark, quark:cyan_framed_glass_pane, 3.00, 10.00
Quark, quark:cyan_quilted_wool, 0.80, 0.80
Quark, quark:cyan_shingles, 1.25, 4.20
Quark, quark:cyan_shingles_slab, 1.25, 4.20
Quark, quark:cyan_shingles_stairs, 1.25, 4.20
Quark, quark:cyan_shingles_vertical_slab, 1.25, 4.20
Quark, quark:cyan_slime_block, 0.00, 0.00
Quark, quark:cyan_stained_planks, 2.00, 3.00
Quark, quark:cyan_stained_planks_slab, 2.00, 3.00
Quark, quark:cyan_stained_planks_stairs, 2.00, 3.00
Quark, quark:cyan_stained_planks_vertical_slab, 2.00, 3.00
Quark, quark:cyan_stool, 0.20, 0.20
Quark, quark:dark_elder_prismarine, 1.50, 10.00
Quark, quark:dark_elder_prismarine_slab, 1.50, 10.00
Quark, quark:dark_elder_prismarine_stairs, 1.50, 10.00
Quark, quark:dark_elder_prismarine_vertical_slab, 1.50, 10.00
Quark, quark:dark_oak_bookshelf, 1.50, 1.50
Quark, quark:dark_oak_chest, 2.50, 2.50
Quark, quark:dark_oak_hedge, 2.00, 3.00
Quark, quark:dark_oak_ladder, 0.40, 0.40
Quark, quark:dark_oak_leaf_carpet, 0.00, 0.00
Quark, quark:dark_oak_post, 2.00, 3.00
Quark, quark:dark_oak_trapped_chest, 2.50, 2.50
Quark, quark:dark_oak_vertical_slab, 2.00, 3.00
Quark, quark:dark_prismarine_vertical_slab, 1.50, 6.00
Quark, quark:deepslate, 3.00, 6.00
Quark, quark:deepslate_bricks, 3.50, 6.00
Quark, quark:deepslate_bricks_slab, 3.50, 6.00
Quark, quark:deepslate_bricks_stairs, 3.50, 6.00
Quark, quark:deepslate_bricks_vertical_slab, 3.50, 6.00
Quark, quark:deepslate_bricks_wall, 3.50, 6.00
Quark, quark:deepslate_tiles, 3.50, 6.00
Quark, quark:deepslate_tiles_slab, 3.50, 6.00
Quark, quark:deepslate_tiles_stairs, 3.50, 6.00
Quark, quark:deepslate_tiles_vertical_slab, 3.50, 6.00
Quark, quark:deepslate_tiles_wall, 3.50, 6.00
Quark, quark:diorite_bricks, 1.50, 6.00
Quark, quark:diorite_bricks_slab, 1.50, 6.00
Quark, quark:diorite_bricks_stairs, 1.50, 6.00
Quark, quark:diorite_bricks_vertical_slab, 1.50, 6.00
Quark, quark:diorite_bricks_wall, 1.50, 6.00
Quark, quark:diorite_pavement, 1.50, 6.00
Quark, quark:diorite_pillar, 1.50, 6.00
Quark, quark:diorite_speleothem, 1.50, 1.50
Quark, quark:diorite_vertical_slab, 1.50, 6.00
Quark, quark:dirt_bricks, 0.50, 0.50
Quark, quark:dirt_bricks_slab, 0.50, 0.50
Quark, quark:dirt_bricks_stairs, 0.50, 0.50
Quark, quark:dirt_bricks_vertical_slab, 0.50, 0.50
Quark, quark:dirt_bricks_wall, 0.50, 0.50
Quark, quark:dirty_glass, 0.30, 0.30
Quark, quark:dirty_glass_pane, 0.30, 0.30
Quark, quark:duskbound_block, 1.50, 6.00
Quark, quark:duskbound_block_slab, 1.50, 6.00
Quark, quark:duskbound_block_stairs, 1.50, 6.00
Quark, quark:duskbound_block_vertical_slab, 1.50, 6.00
Quark, quark:duskbound_lantern, 1.50, 6.00
Quark, quark:dusky_myalite, 1.50, 6.00
Quark, quark:elder_prismarine, 1.50, 10.00
Quark, quark:elder_prismarine_bricks, 1.50, 10.00
Quark, quark:elder_prismarine_bricks_slab, 1.50, 10.00
Quark, quark:elder_prismarine_bricks_stairs, 1.50, 10.00
Quark, quark:elder_prismarine_bricks_vertical_slab, 1.50, 10.00
Quark, quark:elder_prismarine_slab, 1.50, 10.00
Quark, quark:elder_prismarine_stairs, 1.50, 10.00
Quark, quark:elder_prismarine_vertical_slab, 1.50, 10.00
Quark, quark:elder_prismarine_wall, 1.50, 10.00
Quark, quark:elder_sea_lantern, 0.30, 0.30
Quark, quark:end_stone_brick_vertical_slab, 3.00, 9.00
Quark, quark:ender_watcher, 3.00, 10.00
Quark, quark:feeding_trough, 0.60, 0.60
Quark, quark:framed_glass, 3.00, 10.00
Quark, quark:framed_glass_pane, 3.00, 10.00
Quark, quark:glowcelium, 0.50, 0.50
Quark, quark:glowshroom, 0.00, 0.00
Quark, quark:glowshroom_block, 0.20, 0.20
Quark, quark:glowshroom_stem, 0.20, 0.20
Quark, quark:gold_bars, 5.00, 6.00
Quark, quark:gold_button, 0.50, 0.50
Quark, quark:golden_apple_crate, 1.50, 1.50
Quark, quark:granite_bricks, 1.50, 6.00
Quark, quark:granite_bricks_slab, 1.50, 6.00
Quark, quark:granite_bricks_stairs, 1.50, 6.00
Quark, quark:granite_bricks_vertical_slab, 1.50, 6.00
Quark, quark:granite_bricks_wall, 1.50, 6.00
Quark, quark:granite_pavement, 1.50, 6.00
Quark, quark:granite_pillar, 1.50, 6.00
Quark, quark:granite_speleothem, 1.50, 1.50
Quark, quark:granite_vertical_slab, 1.50, 6.00
Quark, quark:grate, 5.00, 10.00
Quark, quark:gravisand, 0.50, 0.50
Quark, quark:gray_candle, 0.20, 0.20
Quark, quark:gray_framed_glass, 3.00, 10.00
Quark, quark:gray_framed_glass_pane, 3.00, 10.00
Quark, quark:gray_quilted_wool, 0.80, 0.80
Quark, quark:gray_shingles, 1.25, 4.20
Quark, quark:gray_shingles_slab, 1.25, 4.20
Quark, quark:gray_shingles_stairs, 1.25, 4.20
Quark, quark:gray_shingles_vertical_slab, 1.25, 4.20
Quark, quark:gray_stained_planks, 2.00, 3.00
Quark, quark:gray_stained_planks_slab, 2.00, 3.00
Quark, quark:gray_stained_planks_stairs, 2.00, 3.00
Quark, quark:gray_stained_planks_vertical_slab, 2.00, 3.00
Quark, quark:gray_stool, 0.20, 0.20
Quark, quark:green_candle, 0.20, 0.20
Quark, quark:green_crystal, 0.30, 0.00
Quark, quark:green_crystal_cluster, 0.30, 0.00
Quark, quark:green_crystal_pane, 0.30, 0.00
Quark, quark:green_framed_glass, 3.00, 10.00
Quark, quark:green_framed_glass_pane, 3.00, 10.00
Quark, quark:green_quilted_wool, 0.80, 0.80
Quark, quark:green_shingles, 1.25, 4.20
Quark, quark:green_shingles_slab, 1.25, 4.20
Quark, quark:green_shingles_stairs, 1.25, 4.20
Quark, quark:green_shingles_vertical_slab, 1.25, 4.20
Quark, quark:green_stained_planks, 2.00, 3.00
Quark, quark:green_stained_planks_slab, 2.00, 3.00
Quark, quark:green_stained_planks_stairs, 2.00, 3.00
Quark, quark:green_stained_planks_vertical_slab, 2.00, 3.00
Quark, quark:green_stool, 0.20, 0.20
Quark, quark:gunpowder_sack, 0.50, 0.50
Quark, quark:indigo_crystal, 0.30, 0.00
Quark, quark:indigo_crystal_cluster, 0.30, 0.00
Quark, quark:indigo_crystal_pane, 0.30, 0.00
Quark, quark:iron_button, 0.50, 0.50
Quark, quark:iron_ladder, 0.80, 0.80
Quark, quark:iron_plate, 5.00, 6.00
Quark, quark:iron_plate_slab, 5.00, 6.00
Quark, quark:iron_plate_stairs, 5.00, 6.00
Quark, quark:iron_plate_vertical_slab, 5.00, 6.00
Quark, quark:iron_rod, 5.00, 10.00
Quark, quark:jasper, 1.50, 6.00
Quark, quark:jasper_bricks, 1.50, 6.00
Quark, quark:jasper_bricks_slab, 1.50, 6.00
Quark, quark:jasper_bricks_stairs, 1.50, 6.00
Quark, quark:jasper_bricks_vertical_slab, 1.50, 6.00
Quark, quark:jasper_bricks_wall, 1.50, 6.00
Quark, quark:jasper_pavement, 1.50, 6.00
Quark, quark:jasper_pillar, 1.50, 6.00
Quark, quark:jasper_slab, 1.50, 6.00
Quark, quark:jasper_speleothem, 1.50, 1.50
Quark, quark:jasper_stairs, 1.50, 6.00
Quark, quark:jasper_vertical_slab, 1.50, 6.00
Quark, quark:jasper_wall, 1.50, 6.00
Quark, quark:jungle_bookshelf, 1.50, 1.50
Quark, quark:jungle_chest, 2.50, 2.50
Quark, quark:jungle_hedge, 2.00, 3.00
Quark, quark:jungle_ladder, 0.40, 0.40
Quark, quark:jungle_leaf_carpet, 0.00, 0.00
Quark, quark:jungle_post, 2.00, 3.00
Quark, quark:jungle_trapped_chest, 2.50, 2.50
Quark, quark:jungle_vertical_slab, 2.00, 3.00
Quark, quark:lavender_blossom_hedge, 2.00, 3.00
Quark, quark:lavender_blossom_leaf_carpet, 0.00, 0.00
Quark, quark:lavender_blossom_leaves, 0.20, 0.20
Quark, quark:lavender_blossom_sapling, 0.00, 0.00
Quark, quark:light_blue_candle, 0.20, 0.20
Quark, quark:light_blue_framed_glass, 3.00, 10.00
Quark, quark:light_blue_framed_glass_pane, 3.00, 10.00
Quark, quark:light_blue_quilted_wool, 0.80, 0.80
Quark, quark:light_blue_shingles, 1.25, 4.20
Quark, quark:light_blue_shingles_slab, 1.25, 4.20
Quark, quark:light_blue_shingles_stairs, 1.25, 4.20
Quark, quark:light_blue_shingles_vertical_slab, 1.25, 4.20
Quark, quark:light_blue_stained_planks, 2.00, 3.00
Quark, quark:light_blue_stained_planks_slab, 2.00, 3.00
Quark, quark:light_blue_stained_planks_stairs, 2.00, 3.00
Quark, quark:light_blue_stained_planks_vertical_slab, 2.00, 3.00
Quark, quark:light_blue_stool, 0.20, 0.20
Quark, quark:light_gray_candle, 0.20, 0.20
Quark, quark:light_gray_framed_glass, 3.00, 10.00
Quark, quark:light_gray_framed_glass_pane, 3.00, 10.00
Quark, quark:light_gray_quilted_wool, 0.80, 0.80
Quark, quark:light_gray_shingles, 1.25, 4.20
Quark, quark:light_gray_shingles_slab, 1.25, 4.20
Quark, quark:light_gray_shingles_stairs, 1.25, 4.20
Quark, quark:light_gray_shingles_vertical_slab, 1.25, 4.20
Quark, quark:light_gray_stained_planks, 2.00, 3.00
Quark, quark:light_gray_stained_planks_slab, 2.00, 3.00
Quark, quark:light_gray_stained_planks_stairs, 2.00, 3.00
Quark, quark:light_gray_stained_planks_vertical_slab, 2.00, 3.00
Quark, quark:light_gray_stool, 0.20, 0.20
Quark, quark:lime_candle, 0.20, 0.20
Quark, quark:lime_framed_glass, 3.00, 10.00
Quark, quark:lime_framed_glass_pane, 3.00, 10.00
Quark, quark:lime_quilted_wool, 0.80, 0.80
Quark, quark:lime_shingles, 1.25, 4.20
Quark, quark:lime_shingles_slab, 1.25, 4.20
Quark, quark:lime_shingles_stairs, 1.25, 4.20
Quark, quark:lime_shingles_vertical_slab, 1.25, 4.20
Quark, quark:lime_stained_planks, 2.00, 3.00
Quark, quark:lime_stained_planks_slab, 2.00, 3.00
Quark, quark:lime_stained_planks_stairs, 2.00, 3.00
Quark, quark:lime_stained_planks_vertical_slab, 2.00, 3.00
Quark, quark:lime_stool, 0.20, 0.20
Quark, quark:limestone, 1.50, 6.00
Quark, quark:limestone_bricks, 1.50, 6.00
Quark, quark:limestone_bricks_slab, 1.50, 6.00
Quark, quark:limestone_bricks_stairs, 1.50, 6.00
Quark, quark:limestone_bricks_vertical_slab, 1.50, 6.00
Quark, quark:limestone_bricks_wall, 1.50, 6.00
Quark, quark:limestone_pavement, 1.50, 6.00
Quark, quark:limestone_pillar, 1.50, 6.00
Quark, quark:limestone_slab, 1.50, 6.00
Quark, quark:limestone_speleothem, 1.50, 1.50
Quark, quark:limestone_stairs, 1.50, 6.00
Quark, quark:limestone_vertical_slab, 1.50, 6.00
Quark, quark:limestone_wall, 1.50, 6.00
Quark, quark:lit_lamp, 0.30, 0.30
Quark, quark:magenta_candle, 0.20, 0.20
Quark, quark:magenta_framed_glass, 3.00, 10.00
Quark, quark:magenta_framed_glass_pane, 3.00, 10.00
Quark, quark:magenta_quilted_wool, 0.80, 0.80
Quark, quark:magenta_shingles, 1.25, 4.20
Quark, quark:magenta_shingles_slab, 1.25, 4.20
Quark, quark:magenta_shingles_stairs, 1.25, 4.20
Quark, quark:magenta_shingles_vertical_slab, 1.25, 4.20
Quark, quark:magenta_slime_block, 0.00, 0.00
Quark, quark:magenta_stained_planks, 2.00, 3.00
Quark, quark:magenta_stained_planks_slab, 2.00, 3.00
Quark, quark:magenta_stained_planks_stairs, 2.00, 3.00
Quark, quark:magenta_stained_planks_vertical_slab, 2.00, 3.00
Quark, quark:magenta_stool, 0.20, 0.20
Quark, quark:magma_bricks, 1.50, 10.00
Quark, quark:magma_bricks_slab, 1.50, 10.00
Quark, quark:magma_bricks_stairs, 1.50, 10.00
Quark, quark:magma_bricks_vertical_slab, 1.50, 10.00
Quark, quark:magma_bricks_wall, 1.50, 10.00
Quark, quark:magnet, 5.00, 6.00
Quark, quark:magnetized_block, -1.00, 0.00
Quark, quark:marble, 1.50, 6.00
Quark, quark:marble_bricks, 1.50, 6.00
Quark, quark:marble_bricks_slab, 1.50, 6.00
Quark, quark:marble_bricks_stairs, 1.50, 6.00
Quark, quark:marble_bricks_vertical_slab, 1.50, 6.00
Quark, quark:marble_bricks_wall, 1.50, 6.00
Quark, quark:marble_pavement, 1.50, 6.00
Quark, quark:marble_pillar, 1.50, 6.00
Quark, quark:marble_slab, 1.50, 6.00
Quark, quark:marble_speleothem, 1.50, 1.50
Quark, quark:marble_stairs, 1.50, 6.00
Quark, quark:marble_vertical_slab, 1.50, 6.00
Quark, quark:marble_wall, 1.50, 6.00
Quark, quark:matrix_enchanter, 5.00, 1200.00
Quark, quark:midori_block, 1.50, 6.00
Quark, quark:midori_block_slab, 1.50, 6.00
Quark, quark:midori_block_stairs, 1.50, 6.00
Quark, quark:midori_block_vertical_slab, 1.50, 6.00
Quark, quark:midori_pillar, 1.50, 6.00
Quark, quark:monster_box, 25.00, 25.00
Quark, quark:mossy_cobblestone_bricks, 2.00, 6.00
Quark, quark:mossy_cobblestone_bricks_slab, 2.00, 6.00
Quark, quark:mossy_cobblestone_bricks_stairs, 2.00, 6.00
Quark, quark:mossy_cobblestone_bricks_vertical_slab, 2.00, 6.00
Quark, quark:mossy_cobblestone_bricks_wall, 2.00, 6.00
Quark, quark:mossy_cobblestone_vertical_slab, 2.00, 6.00
Quark, quark:mossy_stone_brick_vertical_slab, 1.50, 6.00
Quark, quark:mushroom_chest, 0.20, 0.20
Quark, quark:mushroom_trapped_chest, 0.20, 0.20
Quark, quark:myalite, 1.50, 6.00
Quark, quark:myalite_bricks, 1.50, 6.00
Quark, quark:myalite_bricks_slab, 1.50, 6.00
Quark, quark:myalite_bricks_stairs, 1.50, 6.00
Quark, quark:myalite_bricks_vertical_slab, 1.50, 6.00
Quark, quark:myalite_bricks_wall, 1.50, 6.00
Quark, quark:myalite_crystal, 0.50, 1200.00
Quark, quark:myalite_pavement, 1.50, 6.00
Quark, quark:myalite_pillar, 1.50, 6.00
Quark, quark:myalite_slab, 1.50, 6.00
Quark, quark:myalite_stairs, 1.50, 6.00
Quark, quark:myalite_vertical_slab, 1.50, 6.00
Quark, quark:myalite_wall, 1.50, 6.00
Quark, quark:nether_brick_chest, 2.00, 6.00
Quark, quark:nether_brick_fence_gate, 2.00, 6.00
Quark, quark:nether_brick_trapped_chest, 2.00, 6.00
Quark, quark:nether_brick_vertical_slab, 2.00, 6.00
Quark, quark:nether_wart_sack, 0.50, 0.50
Quark, quark:netherrack_bricks, 0.40, 0.40
Quark, quark:netherrack_bricks_slab, 0.40, 0.40
Quark, quark:netherrack_bricks_stairs, 0.40, 0.40
Quark, quark:netherrack_bricks_vertical_slab, 0.40, 0.40
Quark, quark:netherrack_bricks_wall, 0.40, 0.40
Quark, quark:netherrack_speleothem, 0.40, 0.40
Quark, quark:oak_chest, 2.50, 2.50
Quark, quark:oak_hedge, 2.00, 3.00
Quark, quark:oak_leaf_carpet, 0.00, 0.00
Quark, quark:oak_post, 2.00, 3.00
Quark, quark:oak_trapped_chest, 2.50, 2.50
Quark, quark:oak_vertical_slab, 2.00, 3.00
Quark, quark:obsidian_pressure_plate, 2.00, 1200.00
Quark, quark:orange_blossom_hedge, 2.00, 3.00
Quark, quark:orange_blossom_leaf_carpet, 0.00, 0.00
Quark, quark:orange_blossom_leaves, 0.20, 0.20
Quark, quark:orange_blossom_sapling, 0.00, 0.00
Quark, quark:orange_candle, 0.20, 0.20
Quark, quark:orange_crystal, 0.30, 0.00
Quark, quark:orange_crystal_cluster, 0.30, 0.00
Quark, quark:orange_crystal_pane, 0.30, 0.00
Quark, quark:orange_framed_glass, 3.00, 10.00
Quark, quark:orange_framed_glass_pane, 3.00, 10.00
Quark, quark:orange_quilted_wool, 0.80, 0.80
Quark, quark:orange_shingles, 1.25, 4.20
Quark, quark:orange_shingles_slab, 1.25, 4.20
Quark, quark:orange_shingles_stairs, 1.25, 4.20
Quark, quark:orange_shingles_vertical_slab, 1.25, 4.20
Quark, quark:orange_stained_planks, 2.00, 3.00
Quark, quark:orange_stained_planks_slab, 2.00, 3.00
Quark, quark:orange_stained_planks_stairs, 2.00, 3.00
Quark, quark:orange_stained_planks_vertical_slab, 2.00, 3.00
Quark, quark:orange_stool, 0.20, 0.20
Quark, quark:pallet, 0.50, 0.50
Quark, quark:paper_lantern, 1.50, 1.50
Quark, quark:paper_lantern_sakura, 1.50, 1.50
Quark, quark:paper_wall, 1.50, 1.50
Quark, quark:paper_wall_big, 1.50, 1.50
Quark, quark:paper_wall_sakura, 1.50, 1.50
Quark, quark:permafrost, 1.50, 10.00
Quark, quark:permafrost_bricks, 1.50, 10.00
Quark, quark:permafrost_bricks_slab, 1.50, 10.00
Quark, quark:permafrost_bricks_stairs, 1.50, 10.00
Quark, quark:permafrost_bricks_vertical_slab, 1.50, 10.00
Quark, quark:permafrost_bricks_wall, 1.50, 10.00
Quark, quark:permafrost_slab, 1.50, 10.00
Quark, quark:permafrost_stairs, 1.50, 10.00
Quark, quark:permafrost_vertical_slab, 1.50, 10.00
Quark, quark:permafrost_wall, 1.50, 10.00
Quark, quark:pink_blossom_hedge, 2.00, 3.00
Quark, quark:pink_blossom_leaf_carpet, 0.00, 0.00
Quark, quark:pink_blossom_leaves, 0.20, 0.20
Quark, quark:pink_blossom_sapling, 0.00, 0.00
Quark, quark:pink_candle, 0.20, 0.20
Quark, quark:pink_framed_glass, 3.00, 10.00
Quark, quark:pink_framed_glass_pane, 3.00, 10.00
Quark, quark:pink_quilted_wool, 0.80, 0.80
Quark, quark:pink_shingles, 1.25, 4.20
Quark, quark:pink_shingles_slab, 1.25, 4.20
Quark, quark:pink_shingles_stairs, 1.25, 4.20
Quark, quark:pink_shingles_vertical_slab, 1.25, 4.20
Quark, quark:pink_stained_planks, 2.00, 3.00
Quark, quark:pink_stained_planks_slab, 2.00, 3.00
Quark, quark:pink_stained_planks_stairs, 2.00, 3.00
Quark, quark:pink_stained_planks_vertical_slab, 2.00, 3.00
Quark, quark:pink_stool, 0.20, 0.20
Quark, quark:pipe, 3.00, 10.00
Quark, quark:polished_andesite_vertical_slab, 1.50, 6.00
Quark, quark:polished_basalt, 1.50, 6.00
Quark, quark:polished_basalt_slab, 1.50, 6.00
Quark, quark:polished_basalt_stairs, 1.50, 6.00
Quark, quark:polished_basalt_vertical_slab, 1.50, 6.00
Quark, quark:polished_blackstone_brick_vertical_slab, 2.00, 6.00
Quark, quark:polished_blackstone_vertical_slab, 2.00, 6.00
Quark, quark:polished_deepslate, 3.50, 6.00
Quark, quark:polished_deepslate_slab, 3.50, 6.00
Quark, quark:polished_deepslate_stairs, 3.50, 6.00
Quark, quark:polished_deepslate_vertical_slab, 3.50, 6.00
Quark, quark:polished_deepslate_wall, 3.50, 6.00
Quark, quark:polished_diorite_vertical_slab, 1.50, 6.00
Quark, quark:polished_granite_vertical_slab, 1.50, 6.00
Quark, quark:polished_jasper, 1.50, 6.00
Quark, quark:polished_jasper_slab, 1.50, 6.00
Quark, quark:polished_jasper_stairs, 1.50, 6.00
Quark, quark:polished_jasper_vertical_slab, 1.50, 6.00
Quark, quark:polished_limestone, 1.50, 6.00
Quark, quark:polished_limestone_slab, 1.50, 6.00
Quark, quark:polished_limestone_stairs, 1.50, 6.00
Quark, quark:polished_limestone_vertical_slab, 1.50, 6.00
Quark, quark:polished_marble, 1.50, 6.00
Quark, quark:polished_marble_slab, 1.50, 6.00
Quark, quark:polished_marble_stairs, 1.50, 6.00
Quark, quark:polished_marble_vertical_slab, 1.50, 6.00
Quark, quark:polished_myalite, 1.50, 6.00
Quark, quark:polished_myalite_slab, 1.50, 6.00
Quark, quark:polished_myalite_stairs, 1.50, 6.00
Quark, quark:polished_myalite_vertical_slab, 1.50, 6.00
Quark, quark:polished_slate, 1.50, 6.00
Quark, quark:polished_slate_slab, 1.50, 6.00
Quark, quark:polished_slate_stairs, 1.50, 6.00
Quark, quark:polished_slate_vertical_slab, 1.50, 6.00
Quark, quark:potato_crate, 1.50, 1.50
Quark, quark:potted_beetroot, 0.00, 0.00
Quark, quark:potted_berries, 0.00, 0.00
Quark, quark:potted_blue_blossom_sapling, 0.00, 0.00
Quark, quark:potted_carrot, 0.00, 0.00
Quark, quark:potted_cave_root, 0.00, 0.00
Quark, quark:potted_chorus, 0.00, 0.00
Quark, quark:potted_chorus_twist, 0.00, 0.00
Quark, quark:potted_chorus_weeds, 0.00, 0.00
Quark, quark:potted_cocoa_bean, 0.00, 0.00
Quark, quark:potted_glowshroom, 0.00, 0.00
Quark, quark:potted_grass, 0.00, 0.00
Quark, quark:potted_large_fern, 0.00, 0.00
Quark, quark:potted_lavender_blossom_sapling, 0.00, 0.00
Quark, quark:potted_lilac, 0.00, 0.00
Quark, quark:potted_melon, 0.00, 0.00
Quark, quark:potted_nether_sprouts, 0.00, 0.00
Quark, quark:potted_nether_wart, 0.00, 0.00
Quark, quark:potted_orange_blossom_sapling, 0.00, 0.00
Quark, quark:potted_peony, 0.00, 0.00
Quark, quark:potted_pink_blossom_sapling, 0.00, 0.00
Quark, quark:potted_potato, 0.00, 0.00
Quark, quark:potted_pumpkin, 0.00, 0.00
Quark, quark:potted_red_blossom_sapling, 0.00, 0.00
Quark, quark:potted_rose, 0.00, 0.00
Quark, quark:potted_sea_pickle, 0.00, 0.00
Quark, quark:potted_sugar_cane, 0.00, 0.00
Quark, quark:potted_sunflower, 0.00, 0.00
Quark, quark:potted_tall_grass, 0.00, 0.00
Quark, quark:potted_twisting_vines, 0.00, 0.00
Quark, quark:potted_vine, 0.00, 0.00
Quark, quark:potted_weeping_vines, 0.00, 0.00
Quark, quark:potted_wheat, 0.00, 0.00
